player_id,player_name,event_date,event_name,event_tier,event_category,round_phase,opponent_id,opponent_name,match_score,player_result
213004,Sreejani CHAKRABORTY,2026-01-02,WTT Youth Contender Vadodara 2026 Presented by Sports Authority of Gujarat,12,,U17 Girls' Singles - Round of 32 - Match 3,212759,Chinthanaya NANDAGOPAL,3-0,W
213004,Sreejani CHAKRABORTY,2026-01-02,WTT Youth Contender Vadodara 2026 Presented by Sports Authority of Gujarat,12,,U17 Girls' Singles - Round of 16 - Match 2,222589,,2-3,L
213004,Sreejani CHAKRABORTY,2026-01-04,WTT Youth Contender Vadodara 2026 Presented by Sports Authority of Gujarat,12,,U15 Girls' Singles - Group 7 - Match 1,207900,Khyati PANDE,3-0,W
213004,Sreejani CHAKRABORTY,2026-01-04,WTT Youth Contender Vadodara 2026 Presented by Sports Authority of Gujarat,12,,U15 Girls' Singles - Group 7 - Match 2,202825,Subhomita BASAK,3-0,W
213004,Sreejani CHAKRABORTY,2026-01-05,WTT Youth Contender Vadodara 2026 Presented by Sports Authority of Gujarat,12,,U15 Girls' Singles - Final - Match 1,203837,Tanishka KALBHAIRAV,2-3,W
213004,Sreejani CHAKRABORTY,2026-01-05,WTT Youth Contender Vadodara 2026 Presented by Sports Authority of Gujarat,12,,U15 Girls' Singles - Semifinal - Match 2,202752,Naisha REWASKAR,3-1,W
213004,Sreejani CHAKRABORTY,2026-01-05,WTT Youth Contender Vadodara 2026 Presented by Sports Authority of Gujarat,12,,U15 Girls' Singles - Round of 16 - Match 6,202918,Ahona RAY,2-3,W
213004,Sreejani CHAKRABORTY,2026-01-05,WTT Youth Contender Vadodara 2026 Presented by Sports Authority of Gujarat,12,,U15 Girls' Singles - Round of 32 - Match 12,205437,Daniya GODIL,0-3,W
213004,Sreejani CHAKRABORTY,2026-01-19,WTT Youth Contender Doha 2026,12,,U17 Girls' Singles - Group 1 - Match 3,201265,ZHANG Jia Yu,1-3,L
213004,Sreejani CHAKRABORTY,2026-01-19,WTT Youth Contender Doha 2026,12,,U17 Girls' Singles - Group 1 - Match 2,204138,HEO Yerim,3-0,L
213004,Sreejani CHAKRABORTY,2026-01-21,WTT Youth Contender Doha 2026,12,,U15 Girls' Singles - Group 7 - Match 2,223827,,3-0,W
213004,Sreejani CHAKRABORTY,2026-01-21,WTT Youth Contender Doha 2026,12,,U15 Girls' Singles - Group 7 - Match 3,201420,Sophia PICHLER,0-3,W
213004,Sreejani CHAKRABORTY,2026-01-21,WTT Youth Contender Doha 2026,12,,U15 Girls' Singles - Group 7 - Match 6,223584,,3-0,W
213004,Sreejani CHAKRABORTY,2026-01-22,WTT Youth Contender Doha 2026,12,,U15 Girls' Singles - Final - Match 1,202918,Ahona RAY,1-3,W
213004,Sreejani CHAKRABORTY,2026-01-22,WTT Youth Contender Doha 2026,12,,U15 Girls' Singles - Semifinal - Match 2,202752,Naisha REWASKAR,1-3,W
213004,Sreejani CHAKRABORTY,2026-01-22,WTT Youth Contender Doha 2026,12,,U15 Girls' Singles - Quarterfinal - Match 4,201305,Rokaia ELBAZ,3-2,W
213004,Sreejani CHAKRABORTY,2026-01-22,WTT Youth Contender Doha 2026,12,,U15 Girls' Singles - Round of 16 - Match 7,204111,Ela YONTER,3-1,W
213004,Sreejani CHAKRABORTY,2026-01-24,WTT Youth Star Contender Doha 2026,10,,U15 Girls' Singles - Group 6 - Match 3,222004,CHEN Xinrou,2-3,L
213004,Sreejani CHAKRABORTY,2026-01-24,WTT Youth Star Contender Doha 2026,10,,U15 Girls' Singles - Group 6 - Match 2,201477,Amelie JIA,2-3,W
213004,Sreejani CHAKRABORTY,2026-01-25,WTT Youth Star Contender Doha 2026,10,,U15 Girls' Singles - Round of 16 - Match 3,201265,ZHANG Jia Yu,3-1,L
213004,Sreejani CHAKRABORTY,2026-04-08,ITTF-ATTU South Asia Youth Championships Shimla 2026,,,,225320,Aishath THASEEN,0-3,W
213004,Sreejani CHAKRABORTY,2026-04-08,ITTF-ATTU South Asia Youth Championships Shimla 2026,,,,206828,Aishath NAFIZ,0-0,L
213004,Sreejani CHAKRABORTY,2026-04-09,ITTF-ATTU South Asia Youth Championships Shimla 2026,,,,210933,Sithma HIKKADUWA,0-3,W
213004,Sreejani CHAKRABORTY,2026-04-09,ITTF-ATTU South Asia Youth Championships Shimla 2026,,,,223720,Arsana MAHARJAN,0-0,L
213004,Sreejani CHAKRABORTY,2026-04-09,ITTF-ATTU South Asia Youth Championships Shimla 2026,,,,203204,Suramya SHAKYA,0-3,W
213004,Sreejani CHAKRABORTY,2026-05-18,WTT Youth Contender Bangkok 2026,12,U17 Girls' Singles,U17 Girls' Singles - Round of 64 - Match 6,209403,LIN Huan Ting,0-3,L
213004,Sreejani CHAKRABORTY,2026-05-18,WTT Youth Contender Bangkok 2026,12,U17 Girls' Singles,U17 Girls' Singles - Group 18 - Match 3,209249,BUI Ngoc Anh,3-0,W
213004,Sreejani CHAKRABORTY,2026-05-18,WTT Youth Contender Bangkok 2026,12,U17 Girls' Singles,U17 Girls' Singles - Group 18 - Match 2,201438,Kulapassr VIJITVIRIYAGUL,3-2,L
213004,Sreejani CHAKRABORTY,2026-05-20,WTT Youth Contender Bangkok 2026,12,U15 Girls' Singles,U15 Girls' Singles - Group 12 - Match 2,210844,Lydia TRAN,3-0,W
213004,Sreejani CHAKRABORTY,2026-05-20,WTT Youth Contender Bangkok 2026,12,U15 Girls' Singles,U15 Girls' Singles - Group 12 - Match 1,212523,ENG Zhi Yu,3-0,W
213004,Sreejani CHAKRABORTY,2026-05-21,WTT Youth Contender Bangkok 2026,12,U15 Girls' Singles,U15 Girls' Singles - Quarterfinal - Match 2,212900,LIU Zitong,3-0,L
213004,Sreejani CHAKRABORTY,2026-05-21,WTT Youth Contender Bangkok 2026,12,U15 Girls' Singles,U15 Girls' Singles - Round of 16 - Match 4,201137,LIAO Yixuan,3-1,W
213004,Sreejani CHAKRABORTY,2026-05-21,WTT Youth Contender Bangkok 2026,12,U15 Girls' Singles,U15 Girls' Singles - Round of 32 - Match 7,209102,YONG Wan Suan,3-0,W
213004,Sreejani CHAKRABORTY,2026-05-22,WTT Youth Star Contender Bangkok 2026,10,U15 Girls' Singles,U15 Girls' Singles - Group 3 - Match 2,209102,YONG Wan Suan,3-1,W
213004,Sreejani CHAKRABORTY,2026-05-23,WTT Youth Star Contender Bangkok 2026,10,U15 Girls' Singles,U15 Girls' Singles - Group 3 - Match 3,201265,ZHANG Jia Yu,3-1,L
213004,Sreejani CHAKRABORTY,2026-05-23,WTT Youth Star Contender Bangkok 2026,10,U15 Girls' Singles,U15 Girls' Singles - Group 3 - Match 6,202843,SEE Chevelle,3-1,W
213004,Sreejani CHAKRABORTY,2026-05-24,WTT Youth Star Contender Bangkok 2026,10,U15 Girls' Singles,U15 Girls' Singles - Round of 16 - Match 4,212884,DU Hanjing,0-3,L
